Наименование товара;Артикул;Розничная цена;Остаток на складе
Кормушка бункерная 10 кг пластик без крышки;0445A0000;2180.00;0
Кормушка бункерная 18 кг пластик без крышки;0471A0000;2920.00;15
Кормушка бункерная 18 кг для цыплят;1849A0000;2920.00;2
Разделитель для универсального лотка 1 шт;RCM-H623-10;71.00;8
Плата источника питания (SMPS) ASM Rcom 50 ;H50-A641-10;7770.00;10
Плата управления ASM Rcom 50 MAX ;H50-A604M-10;14100.00;10
Плата управления ASM Rcom 50 PRO;H50-A604P-10;25400.00;10
Плата управления ASM Rcom 50 USB ;H50-A604U-10;41900.00;1
Датчик APS TH V2 ASM Rcom Maru old;RCM-A301-10;3530.00;2
Мотор помпы системы увлажнения С38 Maru old;C38-A306-10;3530.00;6
Фиксаторы направляющих поворота MARU 200/500;S30-010-10;1340.00;3
Испаритель для MARU в сборе (с контролем уровня воды);C19-A300H-12;13700.00;5
Опора для универсального лотка MARU;C38-H757-10;24.00;436
Испаритель для MARU;C38-611-12;1860.00;4
Лицевая панель управления (в сборе) Maru 1000;C1K-A302MH-11;31800.00;5
Лицевая панель управления (в сборе) MARU ;C38-A302MH-11;31100.00;4
Поворотное устройство MARU;C38-A310H-10;14600.00;9
Мотор поворотного устройства MARU;C38-302H-10;4400.00;1
Микровыключатель поворотного устройства MARU;C38-308-10;706.00;12
Кормление лошадей и пони. Полное руководство (автор Бишоп Р.);978-5-4238-0271-4;517.00;1
Все о чистке лошади (автор Хендерсон К.);978-5-4238-0256-1;199.00;1
Термогигрометр комнатный с часами и функцией будильника REXANT;70-0511;937.00;8
Термометр электронный с часами и беспроводным выносным датчиком REXANT;70-0592;2580.00;8
Термометр термощуп цифровой REXANT RX-512;70-0512;409.00;0
Электропастух Olli Protector 11 от сети 220В;6010011;48700.00;13
Электропастух OLLI 1000 от сети 220В;6010000;46800.00;10
Электропастух OLLI 950 от сети 220В;6009500;28800.00;15
Электропастух OLLI 600 от сети 220В;6006000;25400.00;15
Электропастух OLLI 300 от сети 220В;6003000;20800.00;28
Электропастух OLLI 100 от сети 220В;6001010;13400.00;22
Электропастух OLLI 250 B PLUS от аккумулятора;6000250;25500.00;77
Электропастух OLLI 180 B от аккумулятора;6000180;22100.00;86
Электропастух OLLI 122 B от сети 220 В и аккумулятора;6000122;24700.00;58
Электропастух OLLI 9.03 B - Lite с питанием от батареи 9 В;6000903B;14900.00;0
Электропастух OLLI 9.07 B от аккумулятора;6000907B;24200.00;28
Электропастух OLLI 9.07S от сети и аккумулятора с солнечной панелью;6000907S;32400.00;22
Электропастух OLLI SG 3 от аккумулятора;6000003;12300.00;18
Солнечная панель 6 Вт с аккумулятором 12 В для электропастуха Olli 9.07B ;6000160;14500.00;0
Адаптер сетевой для электропастуха Olli 9.07В / 9.07S / 122 B;6059900;2550.00;1
Солнечная панель 6 Вт с аккумулятором 12 В для электропастухов Olli 30B и 70B;6000155;19800.00;0
Солнечная панель 20 Вт с держателем, диодом и проводами для пастухов Olli 122 B, 250 B PLUS и 450 B PLUS;6001615;23100.00;5
Батарея алкалиновая, 9В/55Ач;6059255;2540.00;0
Батарея алкалиновая, 9В/140Ач;6059340;3920.00;0
Батарея аккумуляторная гелевая, 12В/12Ач;6051212;5420.00;0
Тестер измеритель напряжения электроизгороди Digitester Plus ;6020022;4550.00;17
Тестер измеритель напряжения электроизгороди Supertester Plus ;6020032;1880.00;28
Ручка для калитки электропастуха, 2 шт.;6051213;476.00;146
Ручка для калитки электропастуха Shockteq Olli усиленная, 2 шт.;6051214;695.00;114
Калитка для электропастуха с гибким шнуром, 4,5 м;6052029;3240.00;8
Пружины для калитки электроизгороди, 2 шт.;6051034;576.00;0
Калитка для электропастуха пружинная ;6051016;1570.00;64
Кабель для соединения двух ярусов зимней ленты;6051024;1610.00;9
Комплект соединителей для зимней ленты;3810950;4150.00;16
Соединитель для лент шириной 10-12 мм, 10 шт.;6051037;714.00;10
Соединитель для лент шириной 20 мм, 5 шт.;6051040;541.00;39
Набор соединителей для лент шириной 10 – 40 мм;3810951;2650.00;17
Соединитель для шнуров 3 мм, 10 шт.;6050041;520.00;100
Соединитель для тросов 5-6 мм, 5 шт.;6050043;553.00;12
Соединитель предохранительный для тросов 5-8 мм, 10 шт.;6050047;623.00;0
Натяжитель проводов, 2 шт.;6050035;779.00;16
Выключатель коммутатор электроизгороди Olli;6051025;1060.00;0
Грозозащитный разрядник;6050095;1950.00;124
Насадка на дрель для установки кольцевых и ленточных изоляторов;6052627;380.00;0
Копер, 15 кг;6050080;9220.00;0
Катушка с намоточным механизмом для шнуров, лент и тросов электроизгороди;6050055;3250.00;16
Катушка запасная для намоточного механизма;6051057;1410.00;30
_Кабель высоковольтный с двойной изоляцией для электроизгороди, диаметр 9 мм, 15 м_ (нов. арт. 6051090);6051032;3920.00;3
Шест заземления с соединительным кабелем;3810944;1580.00;112
Знаки предупредительные для электроизгороди, комплект 5 шт.;6050038;714.00;24
Сеть для овец, электрическая, 50 м;6031020;14100.00;30
Лента многожильная 12 мм / 200 м;6031026;1840.00;15
Лента многожильная 20 мм / 200 м;6031028;2810.00;119
Лента многожильная 40 мм / 200 м;6031035;4440.00;32
Шнур Shockteq многожильный Super-6, 3 мм / 200 м;6030033;1380.00;40
Шнур Shockteq многожильный Super-6, 3 мм / 1000 м;6030032;5790.00;570
Трос Shockteq многожильный 5 мм / 300 м для электропастуха;6032032;4870.00;24
Трос Shockteq многожильный 8 мм / 200 м для электропастуха;6032027;5300.00;0
Лента Shockteq многожильная зеленая 12 мм, 200 м;6031027;2380.00;21
Лента Shockteq многожильная зеленая 20 мм, 200 м;6031029;3460.00;0
Лента Shockteq многожильная зеленая 40 мм, 200 м;6031036;5650.00;0
Лента Shockteq зимняя 40 мм, 200 м;6031019;6060.00;24
Изолятор ответвления Olli для шнуров и узких лент, 100 шт.;6050071;1020.00;622
Изолятор кольцевой Olli, 100 шт.;6051623C;3030.00;806
Изолятор выносной со стальным стержнем длиной 22 см, 10 шт.;6050074;945.00;0
Изолятор для лент Olli, 100 шт.;6051620B;3240.00;48
Изолятор комбинированный DUO, 50 шт.;6050022;1710.00;139
Изолятор для калиток, 2 шт.;6051017;606.00;210
Изолятор для калиток ленточных ограждений Shockteq, 2 шт.;6051170;1060.00;14
Изолятор комбинированный для лент и проводов, 25 шт.;6050200;996.00;0
Изолятор на стекловолоконные столбики и арматуру, 25 шт.;6050100;2190.00;1318
Изолятор орешковый для тросов и стальных проводов, 10 шт.;6051631;390.00;133
Изолятор для стекловолоконных столбиков, 25 шт.;6042602;761.00;41
Столбик стекловолоконный Shockteq 110 см для электроизгороди, 50 шт.;6042603;15200.00;10
Столбик стекловолоконный  Shockteq 140 см для электроизгороди, 50 шт.;6042604;19500.00;30
Столбик пластиковый 150 см для электроизгороди, 20 шт.;6071350;7410.00;49
Столбик пластиковый 105 см;6071656;231.00;0
Столбик пластиковый с педалью 156 см для электроизгороди;6071450;507.00;0
Столбик (арматура) 140 см, 25 шт.;6041652;12100.00;0
Столбик (арматура) 107 см, 25 шт.;6041653;7950.00;0
Соединитель для лент шириной 20-40 мм, винтовое крепление, 5 шт.;6053027;1270.00;34
Изолятор для металлической проволоки/провода, 55 шт.;6050310;2420.00;10
Изолятор с замком для стальной проволоки, 25 шт.;6050312;830.00;4
Изолятор угловой, керамический 50 мм, 4 шт.;6050315;1150.00;0
Провод стальной high tensile 2 мм, 1000 м;6030075;18000.00;0
Провод стальной high tensile 2,5 мм, 650 м ;6030077;18400.00;0
Устройство намоточное для провода high tensile;6050016;9220.00;0
Натяжитель проводов зубчатый ;6050017;807.00;33
Рукоять для зубчатых натяжителей;6050020;1340.00;3
Натяжитель катушечный;6050030;563.00;30
Рукоять для катушечного натяжителя;6050031;1730.00;2
Пружина натяжная для стальных проводов 2,5 мм;6051038;1960.00;0
Зажим оцинкованный, 50 шт.;6050076;830.00;0
Плоскогубцы монтажные;6050088;17300.00;0
Соединитель проводов оцинкованный, 10 шт.;6050077;1960.00;0
Гнездо для кур MyCozyNest;LN5;3470.00;0
Автокормушка в клетку Petwant F4 2,3 л для сухого корма, белая;F4;8470.00;0
Плоская пружина для машинки Heiniger Xperience ;706-518;451.00;13
Автокормушка Petwant PF-105 5 секций, ж/к дисплей, черная;PF-105-Black;6890.00;0
Машинка для стрижки собак и кошек Petwant черная;PHC-720;4490.00;75
Машинка для стрижки собак и кошек Petwant белая USB;PHC-710;2740.00;33
Машинка для стрижки собак и кошек Petwant черная/белая;PHC-920;4490.00;0
Механизм поворота яиц King Suro 20;K20-A508EU-10;7770.00;4
Ножка от механизма поворота King Suro 20;K20-A5081EU-10;5950.00;5
Коленчатый рычаг King Suro 20;K20-H505-10;353.00;1
Подушка для выведения King Suro 20;K20-H535-10;377.00;0
Силиконовая трубка King Suro 20;K20-H538-10;235.00;9
Двигатель поворота Rcom 20/50 новая версия;H20-A223-12;3840.00;3
Блок контроля влажности ASM Rcom 20;H20-A216-10;3880.00;12
Блок контроля влажности ASM Rcom 50 ;H50-A610-10;5180.00;6
Брудер Curadle Smart incubator PRO PLUS 160;PX-ICU160+;426600.00;0
Брудер Curadle Smart incubator PRO 160;PX-ICU160;362600.00;0
Брудер Curadle Smart Incubator MAX 160;MX-ICU160;298600.00;0
Брудер-павильон Curadle Pet Brooder 60;MX-B60N;80300.00;1
Брудер-павильон Curadle Pet Brooder 90;MX-B90N;93000.00;0
Розетка с электронным таймером REXANT RX - 31А;11-6010;1290.00;5
